# freq,amp,phi
6.534970462189320983e+00,2.751213378425875888e-03,-1.613358414472503943e+00
4.659567101639415121e+00,2.675479563443356780e-03,1.530687772357494758e+00
6.568966013812339355e+00,3.747807112055186879e-03,4.199100077534776432e-01
5.439643360732191013e+00,2.185337978083301720e-03,-2.873032918382794065e-01
6.221848597047808127e+00,1.964437064973228921e-03,4.543453198987688069e-01
5.401066138546187112e+00,3.881749961592536376e-03,-3.308681542831686251e-01
5.518741815397298467e+00,3.975109333473086926e-03,5.444913597116545212e-01
6.662129334879509202e+00,3.444759052422420500e-03,-2.118347251191734060e+00
5.002748382081566803e+00,1.373441458723763386e-03,6.468157258495370598e-01
5.084654862504648598e+00,3.090666924140485217e-03,-1.824639198357526970e+00
4.151037429344726526e+00,4.172364032072545595e-03,2.413349424538410837e+00
4.090319449770190019e+00,2.723793556067515345e-03,1.957691378444047281e+00
9.350785681325771037e+00,2.971004705804311009e-03,1.985664199111695005e+00
5.324356308922649994e+00,2.871146185703366514e-03,-8.522843880693953267e-02
6.908527571189361005e+00,2.611377604982944179e-03,-8.377240206291372004e-01
4.751141725201544652e+00,1.941655087814975157e-03,-2.898807922724293551e+00
5.731850989925562523e+00,3.022647915548066014e-03,1.787817368663566775e+00
6.725491849554698476e+00,1.485296174976101849e-03,5.701367909394083888e-01
4.634687562454940846e+00,3.089561413343822061e-03,-1.381388792046651437e+00
4.006068526957374587e+00,3.534890227459259928e-03,-3.045283551424957214e+00
5.116994268629559528e+00,1.681414104616991501e-03,-2.345505325893369797e+00
4.907711406710195234e+00,4.581866373426494131e-03,-2.395602367478435468e+00
4.256672978212966640e+00,2.066861143965675451e-03,-1.371133044190688821e+00
5.074555939805327043e+00,1.907767316174899513e-03,-9.614708028176410792e-02
5.334375290443564843e+00,4.203030602609462291e-03,2.881437728793874165e+00
5.291628306338168386e+00,2.171825263151601262e-03,3.117549677854071000e+00
6.408764493685596975e+00,3.215733559320489796e-03,2.407952969841990587e+00
5.006650849923161672e+00,2.335205019478482982e-03,-2.746811245620766950e+00
4.924767189625327113e+00,3.147898275675659052e-03,2.337895101379092289e+00
4.171116703718852570e+00,2.401296630628417788e-03,-2.233584158596396474e+00
7.248308300978699492e+00,1.688376561126067816e-03,-7.529666771280445481e-01
4.648622520757946575e+00,3.953982430421218615e-03,2.010609132611556937e+00
4.545085178822410477e+00,3.798729044883486505e-03,2.819121283359033114e+00
5.608179484403938986e+00,2.359885030258515246e-03,8.863416133962607191e-01
4.784253689533985998e+00,2.159257641631181276e-03,3.068707402448046295e+00
4.789126167515362908e+00,3.560032144861685448e-03,-3.139089827470572303e+00
5.817581509957891583e+00,3.091993948385504155e-03,9.875227374473061204e-01
8.073137098767487529e+00,2.436388681026771703e-03,1.171619931787306612e+00
7.604276525195038161e+00,3.485509994210622600e-03,-2.825585791923355128e+00
5.030925000032995698e+00,2.409855875653361262e-03,1.100854638688499421e+00
4.936872845468556648e+00,4.153296034673037776e-03,-1.499880954311456627e-01
5.296928788854922132e+00,3.519035068139805648e-03,3.344453782488341353e-01
4.008635931523032880e+00,2.745611788215346957e-03,-1.421172744313678571e+00
6.168155394263788338e+00,1.897419843319495848e-03,-2.359673493734361305e+00
5.163697497986449392e+00,2.966147324191197032e-03,9.465804285520613703e-01
4.193571406779628141e+00,2.666388431554179116e-03,-2.952587563291481310e+00
4.165812569329138348e+00,1.988843428791755262e-03,-1.388173539868242434e+00
6.916845050610768375e+00,1.760172096144420068e-03,1.909610151197965955e+00
6.660430773900539947e+00,3.472370130379787492e-03,2.388897645847830375e+00
5.151118923003570771e+00,2.813926291581616071e-03,-2.248989946846307042e-01
