# freq,amp,phi
4.202234362390634637e+00,4.381521005383915736e-03,-7.054262302918177241e-01
3.545728440702328399e+00,2.934154122483335989e-03,-1.034508649311316919e+00
3.301316157223482151e+00,3.177295881044607181e-03,-2.167111060756711005e+00
3.121015703782648476e+00,3.223960301828096477e-03,1.471547891279852749e+00
3.450450840747476988e+00,3.301882321004563550e-03,1.380966293792024402e+00
3.691622449561946073e+00,3.954862507521750281e-03,-3.073417546599119810e-01
3.205409561946460428e+00,5.104288569574648091e-03,-2.562682532786825007e+00
3.996612315281542038e+00,2.159754040384358025e-03,-1.648974517143002361e+00
4.224210432940052051e+00,3.627318718599382291e-03,-8.839258261849334275e-01
2.933492765139521286e+00,2.879809400924983852e-03,-8.299802673397591590e-01
3.163934355026601253e+00,5.015631934800735513e-03,2.922443545299371337e-01
3.251338309083338096e+00,2.130086415707924032e-03,-2.282799536349120917e+00
6.183087789468986628e+00,2.031408042459668765e-03,-6.180951545944517456e-01
3.256323746996507840e+00,1.823028844118751435e-03,1.280510805190776757e+00
3.220387441290738284e+00,5.456903303330998267e-03,2.910258870110907559e+00
4.226449354404929970e+00,4.980155384900402347e-03,4.354664446891463037e-01
3.612597612642695744e+00,2.824108956382821549e-03,-4.669634479245705627e-01
3.911437143887868118e+00,4.310985491944304554e-03,-1.758781641446553579e+00
3.274341574836032720e+00,3.172172777765715126e-03,1.243794644693254625e-01
4.027073095516732870e+00,2.575410783030345624e-03,-2.402032291392755425e+00
3.129550247656961215e+00,2.972402882349896563e-03,-1.491380053882815471e+00
3.427120990584602733e+00,3.619519365816681929e-03,-1.628790910790929525e+00
5.576305228923327917e+00,2.559184944372461246e-03,-7.911698208276174427e-02
3.943454008292476054e+00,3.059963953327087590e-03,-1.038875169598094672e+00
3.364467386767716839e+00,3.511406415501140341e-03,2.820666244955788216e+00
3.464183295351921377e+00,4.203552601089302621e-03,4.587107149190829958e-01
3.225466055966082823e+00,3.558118951294420712e-03,1.691743548338548564e+00
3.048908514758724042e+00,2.522633170723842869e-03,-2.556788617308445311e-01
3.009581231323569472e+00,1.863781952539212555e-03,-5.884919148274279088e-01
3.012457256532432126e+00,3.804906729538832817e-03,-1.395766563391378057e+00
4.134930627197366704e+00,3.849378997039736450e-03,5.963754781088441703e-01
3.093461574988090490e+00,1.936035177066620276e-03,-1.555708652547125981e+00
3.374308560621682496e+00,3.980608038134580626e-03,2.406363170164349974e+00
3.768725451909071378e+00,2.981890128151794793e-03,-3.106679957396487612e+00
3.301087359529105036e+00,3.500963509506203452e-03,2.689000928005151891e-01
3.116689161222423898e+00,4.006316778383473345e-03,1.892381565197896798e+00
3.258518162309840704e+00,3.233637204020994686e-03,1.165134759451306401e+00
3.524672364866539009e+00,2.871715717261640217e-03,1.319394023007554928e+00
4.044511788890493342e+00,1.883269604389516865e-03,-9.180899972707328160e-01
3.191406079710352284e+00,3.362864824289847447e-03,-1.699028919874810084e+00
3.417835323900846323e+00,1.464070527555919564e-03,2.860974610929571504e+00
3.447040335516667664e+00,2.067552049988164928e-03,2.359812680714107991e+00
4.040459745299371797e+00,2.686336509518873379e-03,-2.369837070691945602e+00
3.134161568562496836e+00,3.045125544668543863e-03,-1.407916055475058936e+00
3.807409853333763472e+00,3.324216917772639633e-03,-3.103786698816784373e+00
3.199205647323870139e+00,3.176799620507504002e-03,-9.662449906112939857e-01
3.395147706090539952e+00,3.767390313768818021e-03,-7.274582900291397536e-01
3.205604440398255761e+00,4.113402981850953349e-03,-8.304659171575390353e-01
