# freq,amp,phi
1.133892018825291714e+01,2.560867868342101006e-03,2.102932082955083715e+00
2.148070370686297359e+00,2.051914800032266298e-03,2.879580977470036274e+00
1.640368734055706046e+00,1.682671462008416066e-03,-9.288451806651316645e-01
2.686547148940925389e+00,2.064972712641281044e-03,2.436775250911007440e+00
2.448668210508207377e+00,2.820955114412912294e-03,-2.705971459022290304e+00
1.760647824717217702e+00,1.780989514006124305e-03,-8.414392698287080918e-01
2.648382304601935022e+00,2.239915182226502426e-03,-2.458203630092879344e+00
3.126590941453033512e+00,2.122384654873955140e-03,8.972061984166357362e-01
2.255594516640871294e+00,1.964276849392891568e-03,2.945544263156457454e+00
2.073659045360251252e+00,2.312434491138772811e-03,6.544528657141452932e-01
1.653309153550335253e+00,2.077204462038516851e-03,-1.136518089396194586e+00
1.712443844444750729e+00,2.057133091467624325e-03,6.425140829217523830e-02
4.431504046172895173e+00,1.704437614279882005e-03,1.347139883108086522e+00
3.974654375350918922e+00,2.717580358299818890e-03,1.092155270117554089e+00
2.531447297184634238e+00,2.388414172077248446e-03,-1.982527300707501272e+00
2.507259985749403342e+00,2.444703876788106422e-03,2.023537602364815058e+00
2.566070423108305576e+00,3.037387336299541933e-03,2.149295827677155657e+00
2.212689415959240069e+00,1.335242687204975806e-03,-2.866062152349986292e+00
2.156759016803540874e+00,1.298977996040100429e-03,-2.580443947007311500e+00
2.897420295745454233e+00,3.013534306623455797e-03,-2.388668937958798644e+00
3.361937630679328048e+00,1.819320878549829813e-03,-1.974917198327381662e+00
4.069988680861116315e+00,1.620302332613457724e-03,-2.844425347616350574e+00
2.092903228628730350e+00,1.898559674621878510e-03,-2.597223270131654438e+00
2.494822868449739772e+00,2.498774308465422957e-03,2.340406393307814525e-02
7.041189963803210716e+00,1.548191405552808327e-03,-8.195202674371580009e-01
3.300175057840383008e+00,2.935337347366115575e-03,-4.346652250204723344e-01
5.745931577934769052e+00,1.574731776737486834e-03,-2.556041628758612738e+00
2.933778301598514382e+00,2.055587627132178866e-03,-1.085703723304120683e+00
2.201569448780066995e+00,2.286476943082092414e-03,-9.109696734513481609e-01
2.330222163693890458e+00,1.562309111927283204e-03,-2.160573983657995800e+00
5.018202559272682883e+00,2.017353644014020439e-03,-2.893428945861769463e+00
5.935541697664588057e+00,2.207135031364139410e-03,2.984701913121381445e+00
2.720389621023518778e+00,2.164597107001275337e-03,-1.641009726727764795e+00
2.308158660209600921e+00,1.843048066528067035e-03,-4.699745136847122140e-01
3.291874415981323132e+00,1.823938044354770282e-03,1.805350993978006358e+00
1.724108580970956872e+00,1.630391895522316590e-03,-4.722992387448172735e-01
4.179871739541389353e+00,1.012912966722796142e-03,2.882325494949091294e+00
3.090558572631468159e+00,1.911413369911821054e-03,3.105695939776311754e-01
3.138092590241516433e+00,2.719191580501920981e-03,-2.312314849047699461e+00
3.817194528481687499e+00,2.014708008342688990e-03,-1.242188570349851862e+00
3.303413371986029468e+00,1.803734545245170608e-03,1.481747482805159777e+00
3.514483652375630651e+00,1.514339021805225990e-03,5.383209272739248874e-01
2.280429038455668245e+00,2.191689562080809117e-03,-2.383820191759740581e+00
4.070504111163127270e+00,2.844321519917129663e-03,-2.610862777539884494e+00
5.101117206120651559e+00,2.207622454165695733e-03,-6.222499714541611660e-01
5.550402325805534609e+00,1.822579854704569225e-03,1.382115863559245206e+00
3.015824198637343301e+00,1.355935878633146661e-03,-7.787458920000274176e-01
4.813569237981916160e+00,2.225316833026903720e-03,-1.551293344100966198e+00
2.183834635533245638e+00,2.337204545865905706e-03,-2.753110934243775176e+00
3.375017692217257004e+00,2.019750078728157518e-03,-1.407889458574849151e-01
4.371137387965370991e+00,2.167126642607898872e-03,1.642261896250685638e+00
2.138207524393235914e+00,2.795938075866553907e-03,-3.017476464368549216e+00
5.555227273685047429e+00,2.088887538680454618e-03,1.049571745909553933e+00
2.906940726101706396e+00,2.017360261581566897e-03,-1.292186834422879516e+00
7.732698039888866504e+00,2.457333361003212046e-03,3.134479834837718748e+00
2.858156778148924104e+00,2.905417791331364567e-03,7.153897256615144862e-01
6.222253281735588004e+00,2.541288512668654111e-03,6.687547299303862047e-01
3.167139564163035992e+00,1.633724470419841996e-03,-2.256290404536649419e+00
3.609663334675349500e+00,2.059852985124763051e-03,2.490304533985988833e+00
3.605701689042537517e+00,3.159743659657545181e-03,2.596888405929564492e+00
3.726814852398643740e+00,4.365050961848482465e-03,2.212602986837755026e+00
2.320649653508101817e+00,2.026976207193988307e-03,-2.175876403886813915e+00
3.005843624225597033e+00,1.652152837920764289e-03,-5.980998327638515910e-01
1.904597095644340987e+00,1.687658462500690607e-03,1.538799037450052865e+00
2.034513754672990338e+00,2.645516145668500366e-03,-4.893520294719655439e-02
2.075317256746139982e+00,2.188227391845766825e-03,-1.611568726965453280e-01
2.829863930298135877e+00,3.269378153132362561e-03,-2.476197848980650207e+00
1.816208187735227408e+00,1.925530809180840772e-03,-1.722334076237590494e+00
2.511325918607350438e+00,1.962160643546634504e-03,-1.727576417043587442e+00
2.090204597185818525e+00,2.360093758065100016e-03,-2.153550005678557255e-01
2.267782372885470910e+00,1.675441272038176443e-03,1.881942827284395214e+00
4.058087285350781670e+00,2.067014597250878792e-03,-2.237935981079680836e+00
4.855668529783613963e+00,2.787096251506126013e-03,2.236687643058993480e+00
3.609864003344928296e+00,2.002101243338124878e-03,2.839084826944455742e+00
4.177397102344333035e+00,1.985488414595047192e-03,7.974391584558024881e-01
1.965708422478116280e+00,2.028496582002539336e-03,5.818886900517181715e-01
3.224040449078666715e+00,1.898852121138346885e-03,1.181025808280419476e+00
5.598288737092167011e+00,1.804893452985826055e-03,2.351997306593545112e+00
2.986633527067018790e+00,2.380066463851116931e-03,9.467975195280864398e-01
3.287403312522346521e+00,1.854241906164371366e-03,-3.807342269275246771e-01
2.259589803861100421e+00,2.048624802367476037e-03,-8.651114169878075799e-01
3.534754103702424821e+00,1.461992040218621034e-03,4.582065601331968274e-01
