# freq,amp,phi
5.829442074584711975e+00,3.128396968715346955e-03,-2.230138708393164304e+00
7.115613757263342443e+00,3.436473545576845638e-03,-1.179248031955884235e+00
5.957127892821013404e+00,2.661885510202490618e-03,-1.795493503519144385e+00
6.848504914457702597e+00,2.477058556562546348e-03,-1.151581303430529557e+00
6.015619735601624107e+00,1.937489332767587495e-03,3.012218612652334926e+00
5.754747185133185283e+00,3.692246804081986914e-03,-1.897547001543063327e+00
7.541834355651253041e+00,3.536020972948411903e-03,2.692761316119223203e+00
4.738752445044642769e+00,3.704186460851292828e-03,1.996625297836329693e-02
5.929474721018609173e+00,3.553852112774075808e-03,-7.793763323291282852e-01
5.602281425924452662e+00,3.313731186772138002e-03,-2.941579776657248679e+00
6.300815503406069773e+00,2.645087803783181465e-03,2.146825707903351699e+00
5.408760207444689883e+00,4.241533882958208740e-03,-1.255989872230311999e+00
6.111604788248915732e+00,3.701510799082955924e-03,4.563788938474835355e-01
5.866576243985806016e+00,2.880139490346973405e-03,-1.450600045605880295e+00
7.802961494607970394e+00,2.803661531324111271e-03,1.593952759561600097e+00
8.058111482421805860e+00,2.672372183509446469e-03,-2.655012066944170801e+00
7.034429921924397533e+00,3.638414765528345980e-03,1.450569911107981724e+00
5.828006366433839069e+00,3.167100887252291552e-03,9.559457808020317415e-01
8.009375098366952272e+00,3.928580230736064029e-03,2.183266322288599959e+00
1.010609690666670879e+01,2.949369819538779150e-03,-1.347914486748851282e-01
9.194930119744004315e+00,2.704694724809583121e-03,-1.953189551239769006e+00
8.281379522994802400e+00,2.116510173216074129e-03,2.427569244938928783e+00
6.634584877685819393e+00,4.293195495251169586e-03,8.657642819156450287e-01
5.555274766115021023e+00,5.750893049812921994e-03,-1.887034771377793074e+00
8.256022612301645580e+00,2.662734909496460717e-03,-2.002726621161767362e+00
7.173894672070196599e+00,1.972382890833019719e-03,-2.018747087500925019e-01
7.134176344779214141e+00,4.342564536488303581e-03,2.018631639638856612e+00
7.494737103536655454e+00,3.397557484007687062e-03,-1.294904535800036838e+00
6.269440999898799660e+00,3.376457835897188516e-03,-1.645256022435722665e+00
8.685018724808362123e+00,2.505584564483309858e-03,2.342648113550940714e+00
6.529847001668358075e+00,3.458051422326932720e-03,3.007297963885887881e+00
5.453461580413300425e+00,2.691989205523195351e-03,2.094266642528384459e+00
6.635576373732257061e+00,3.654998621294641616e-03,1.675088508970126178e-01
6.008917814414541425e+00,3.224202358433505330e-03,3.112359443231514256e+00
5.061014043912932081e+00,2.354785733770852971e-03,1.117679899310155989e+00
9.414113293382156300e+00,1.981052122153036891e-03,-2.901946445191804891e+00
5.616335318421863398e+00,2.857272455117703617e-03,3.129693901759145191e+00
7.094140979238726885e+00,2.965953142210521042e-03,2.319318748264237229e+00
5.763336472094149343e+00,2.426976042745572233e-03,8.254261316233750811e-01
5.177059304064931311e+00,2.715985559807889901e-03,-1.680473248959913457e+00
8.719722104341158797e+00,3.071486811152200104e-03,-2.035381791969115284e+00
7.563668631081631233e+00,4.751005669583772961e-03,-4.837933618364775867e-01
8.508362054517267126e+00,3.529752209186056214e-03,2.804629982197138105e+00
6.978226234678690076e+00,2.352701382550653492e-03,1.442623777831857801e+00
5.463645725872100734e+00,3.791030578199203714e-03,-1.138434431405295211e+00
5.218478896826014513e+00,3.540627496468311090e-03,-2.163411962179956571e+00
5.509706732245287952e+00,4.226144817268624558e-03,2.094505508673758065e+00
7.667138676459933855e+00,2.649359072680716916e-03,-6.870568184479575180e-02
7.010495976500054738e+00,4.159910362336951412e-03,-1.198687216104868725e+00
5.347271418522515418e+00,2.702897226333123362e-03,-4.896382113104711387e-01
5.080900051464630529e+00,3.475345051811457378e-03,-1.834222355576264230e+00
6.941480313071664909e+00,3.498119310509073803e-03,2.335844788249716864e+00
5.969180944146939893e+00,2.461843078591095888e-03,1.833267777290692457e+00
5.383042918536975918e+00,2.799608405301199157e-03,-2.998297181609518525e+00
7.948120089610346106e+00,2.668578405629183897e-03,-1.516243809802438003e+00
6.444193160649207108e+00,3.184205417211154361e-03,5.355956597112796480e-01
7.035647779530302515e+00,3.683393890074116057e-03,-1.130397485840070271e+00
5.499807091970997597e+00,3.760312611743121466e-03,-2.266847429217788701e+00
6.421715206239579032e+00,3.366123115085096346e-03,1.645243313019752129e+00
5.373354795542089946e+00,3.544632798337113248e-03,2.601937534124584950e+00
5.884940329166225226e+00,3.991438833224574337e-03,-1.753215695620552905e+00
6.596234684873865994e+00,2.459048469228760584e-03,-1.999628931292759981e+00
6.848524501260339292e+00,4.876318409288675146e-03,-3.498766194374232086e-01
5.804459343533350690e+00,3.725147868372305320e-03,-5.761073863756567270e-01
5.572318188714900700e+00,3.596054480623820694e-03,5.970088045361516826e-01
4.815824947077594231e+00,3.380488188974264258e-03,1.312150307083157053e+00
6.675722416418196303e+00,4.460629255618869630e-03,-1.281616705323945116e+00
8.339765467862456205e+00,3.634660218558714156e-03,1.613040786059813492e+00
6.072513153239322392e+00,4.896839059825039073e-03,-1.571218663418936456e+00
7.072841156349655378e+00,2.093477232721121292e-03,1.398266812367946699e+00
6.966270144862557245e+00,3.704586331969697555e-03,-1.319312886165775467e-01
6.141043033432222131e+00,4.606456008637677471e-03,-2.472338722442672498e+00
8.144583451721491230e+00,2.314564867876758164e-03,1.611953483319910063e-01
5.751246618569016533e+00,3.848336244330188404e-03,-5.828850563122669470e-01
4.878183447998295286e+00,3.004924241340787595e-03,6.095327726826957893e-01
6.960573141917068440e+00,2.617529321399468187e-03,8.566803176762669558e-01
4.782424845342267083e+00,3.822357485844040531e-03,-3.863792892848643135e-01
9.310663929000973837e+00,4.134727731606877010e-03,-2.542415964021549790e+00
5.369096202748715463e+00,3.600977818696387590e-03,-1.275895154376982532e-03
5.665675086818890094e+00,3.086227634390452477e-03,1.165172775157111928e+00
5.197252535275682206e+00,3.206951355433492520e-03,-1.686030313185489682e+00
6.784993255569721882e+00,2.568285774397797202e-03,-1.701124520652279593e-01
5.618968104033191580e+00,2.655223412499999394e-03,2.786363470308213408e+00
8.801069939366758632e+00,3.460780943747511235e-03,-1.830576467798178175e+00
5.095764487568202661e+00,3.368528525792433004e-03,1.563120773367454142e+00
