# freq,amp,phi
3.860897313392276153e+00,2.481332551912642480e-03,-2.266283597165457131e+00
1.191721176054186415e+01,2.858265598941783347e-03,-6.463986810894102319e-01
7.780482910401617325e+00,3.135705331940791610e-03,2.192430143161942624e+00
1.088330297177595796e+01,5.459478293945144514e-03,-8.854719486193753930e-01
4.706986070016357715e+00,3.531972261921283683e-03,6.263437021963338402e-01
1.114202309779944144e+01,2.879843871830975455e-03,-2.080009646694029435e+00
1.132684329456400718e+01,3.581361767003284589e-03,-6.486250589957442969e-02
1.148345024350024701e+01,3.501635413197743719e-03,-1.253685065082378314e+00
4.596029219689968137e+00,3.537278508884967188e-03,2.330459389698001260e+00
4.152448120057803393e+00,3.182493945075702373e-03,2.355257216200092429e+00
5.059587865319405964e+00,3.630674445959223944e-03,-2.985408124427808563e+00
5.338399077454144326e+00,4.027186945748604738e-03,-1.356173855986998911e+00
1.625243503807626055e+00,3.212076874908274642e-03,-2.137552095126057594e+00
3.148059487217244268e+00,2.893765990044656899e-03,1.403822819634582331e+00
5.368710978038681247e+00,3.043621327397420633e-03,1.622347982926124033e+00
7.463925729513149143e+00,3.560680946718403420e-03,-1.889626131443470358e+00
4.401044677900744162e+00,1.907819054172464092e-03,-8.868455098950236426e-01
7.401298168090790774e+00,2.636013672851057407e-03,-7.294176985904381461e-01
5.718157587048766644e+00,2.822718430495633601e-03,1.713354346446227083e+00
1.152254178786253291e+01,2.968908122694172667e-03,-1.021261354127823484e+00
7.703516820249118879e+00,2.629416956819237861e-03,1.070784108241590538e+00
3.417147544372098444e+00,2.598924294738683399e-03,-6.257728890254736775e-01
