0.000000000000000000e+00 9.902545228556807189e-01 8.999589476192904015e-04
2.083333333333333218e-02 9.957236608466873973e-01 -1.259347434189352077e-03
4.166666666666666435e-02 1.002343833516683880e+00 -4.519538230338859450e-04
6.250000000000000000e-02 1.005381482560462114e+00 -1.003078994080170577e-04
8.333333333333332871e-02 1.010988927235338064e+00 4.123437010034217143e-03
1.041666666666666574e-01 1.008296794689267362e+00 6.309246187897317405e-04
1.250000000000000000e-01 1.010463180037137310e+00 2.170255810513407803e-04
1.458333333333333148e-01 1.008163644736933096e+00 -1.868890559206387580e-03
1.666666666666666574e-01 9.904930152063365911e-01 -1.316957971492768503e-03
1.875000000000000000e-01 9.833776371421361073e-01 1.765374812646709041e-04
2.083333333333333148e-01 9.834687171821056006e-01 1.551180070450318199e-03
2.291666666666666574e-01 9.990129536651474185e-01 -9.623003978466443268e-04
2.500000000000000000e-01 1.016498551690445229e+00 -1.516562465630670901e-03
2.708333333333333148e-01 1.018052748143122743e+00 -9.192106760957976228e-05
2.916666666666666297e-01 1.012323504999763202e+00 3.399219617031088857e-04
3.125000000000000000e-01 9.973339711648212536e-01 -4.114858178776023491e-04
3.333333333333333148e-01 9.881992728631063816e-01 2.678186498062823124e-04
3.541666666666666297e-01 9.897586663062186707e-01 1.697899953805673875e-03
3.750000000000000000e-01 9.967455920407886083e-01 -3.166505370969395407e-04
3.958333333333333148e-01 1.008449579825451581e+00 7.376752278150347140e-05
4.166666666666666297e-01 1.014620406704419997e+00 1.820699375354914689e-04
4.375000000000000000e-01 1.017013538030384412e+00 1.743506313759579218e-03
4.583333333333333148e-01 1.009853233128210626e+00 -1.574109939016517939e-03
4.791666666666666297e-01 9.870401867193746570e-01 -7.214505619630614793e-04
5.000000000000000000e-01 9.756247443593539792e-01 6.557600804203452113e-04
5.208333333333332593e-01 9.819264922371038207e-01 3.395131118766850538e-04
5.416666666666666297e-01 1.001711431868269386e+00 2.426292803452302090e-05
5.625000000000000000e-01 1.015069027582599315e+00 -3.729674046341977661e-04
5.833333333333332593e-01 1.027900494170939094e+00 -2.636236057076105668e-05
6.041666666666666297e-01 1.024624723815620309e+00 1.832295131258363831e-03
6.250000000000000000e-01 1.006371412646664965e+00 6.867664932392718042e-04
6.458333333333332593e-01 1.002485561574845363e+00 1.142499441691258166e-03
6.666666666666666297e-01 1.000547131823545266e+00 2.361414646830368828e-04
6.875000000000000000e-01 9.881172988819940661e-01 2.795250945322753770e-04
7.083333333333332593e-01 9.847907662882369184e-01 -8.748199637103017600e-04
7.291666666666666297e-01 9.795834726725732855e-01 1.524232224875715202e-03
7.500000000000000000e-01 9.893832898182938207e-01 -8.754763293788437846e-04
7.708333333333332593e-01 1.009897617819256022e+00 -5.291966396698345097e-05
7.916666666666666297e-01 1.017971360096170841e+00 3.643290345434863856e-04
8.125000000000000000e-01 1.025608657008090674e+00 4.285585775186363192e-04
8.333333333333332593e-01 1.016370082825535759e+00 -1.785560698928740839e-04
8.541666666666666297e-01 1.011645989477940821e+00 -1.202158838125118182e-03
8.750000000000000000e-01 9.918978694213622660e-01 -5.208843633954662747e-05
8.958333333333332593e-01 9.834568257456396401e-01 5.880892864590795202e-04
9.166666666666666297e-01 9.731391796173040065e-01 5.733069176429209492e-04
9.375000000000000000e-01 9.802967913182123461e-01 1.066118468959616162e-03
9.583333333333332593e-01 9.940319879338374021e-01 6.383856623235144951e-04
