# freq,amp,phi
2.541323092721698096e+00,2.350219955504358107e-03,2.980682817803161910e+00
2.245859643436740161e+00,2.613191664240881000e-03,2.770952083524198528e-01
2.333229790796194969e+00,2.691576222414914388e-03,2.377142884851704885e+00
2.166615572137020607e+00,2.121802943271176769e-03,-2.722111098412014485e-01
3.588764619903557218e+00,2.579251410527865461e-03,1.242144346995528892e+00
2.438702720942339752e+00,2.714456331827423685e-03,1.953929814899638018e+00
2.024228030836916936e+00,2.544188484021540474e-03,1.207261908101001424e+00
3.469683726953802783e+00,2.815353211564559748e-03,-5.648462013026818163e-01
2.683670874831357800e+00,3.665853415651403220e-03,-2.158103473076711243e+00
3.850221907213119188e+00,3.297574978149368959e-03,-1.808525975816742681e+00
3.325759623039785673e+00,2.099868665898467403e-03,1.358687625464765070e+00
3.695423405140553896e+00,2.037626936391156302e-03,-1.712684143643908197e+00
2.780564415494580999e+00,2.509823969152218982e-03,-2.868366741839931677e+00
3.444685975072134809e+00,2.380140101330534882e-03,-1.270774596762972886e+00
2.158214409465027739e+00,2.876349503023135565e-03,-2.137883193798591819e+00
5.261581102253829911e+00,2.823685357297578500e-03,-2.889322054748423074e+00
5.556591197252404690e+00,2.378986020747366533e-03,1.908956597655178555e+00
4.426633157713881772e+00,2.475745191884077320e-03,2.647045559953668636e+00
2.544699347172211024e+00,2.559425245729226618e-03,2.454266890319528827e+00
1.624791454543994540e+00,2.945523522179059779e-03,9.375137853375496988e-01
5.624566347282899059e+00,2.285548660713256335e-03,3.113365751550473348e+00
1.606867628611983623e+00,2.291434410712088650e-03,-1.527650548436068068e+00
4.324526359154487132e+00,3.061106324983258690e-03,5.501585659005692186e-01
5.744973889910609977e+00,3.302332084832266916e-03,5.429760124111129294e-01
2.477120636646399809e+00,3.064287355409455078e-03,-5.914069253868943221e-01
2.917974499172885761e+00,3.290865587199387661e-03,2.375764148976702295e+00
1.790721183096633640e+00,2.790055875494129069e-03,9.373549044951321463e-01
1.776238820391829565e+00,2.833786570076432705e-03,-2.289974549457897357e+00
2.824645434035150338e+00,1.888377302901320023e-03,1.400777317870606886e+00
2.782263483235906332e+00,3.177996775478792064e-03,-2.879777771857550128e+00
3.235635554241499623e+00,2.724303468606692480e-03,1.532928668929748994e+00
1.891842465676991658e+00,2.035874068084277816e-03,-1.069792930820532284e-01
2.045991761160748545e+00,3.137737994819368628e-03,3.116623710668720904e+00
5.666569010587110711e+00,3.250774848176014777e-03,-2.651665822882379953e+00
2.467917278901618161e+00,2.738656908788555597e-03,3.126106267904121161e+00
1.865926195510867025e+00,1.946073071716111769e-03,6.975367465624295882e-01
5.279563367827983633e+00,3.067385411227827562e-03,9.277137482280561898e-01
2.581356361067153493e+00,2.448415656693654976e-03,-2.686388517839858103e+00
5.179199004527776040e+00,2.329981518931285595e-03,-4.039387451328719791e-01
7.795954674302116416e+00,2.300993207796307380e-03,-1.187308697331068030e+00
3.797288981249256068e+00,2.606862278899096247e-03,5.111090117589309756e-01
2.067952091167014839e+00,2.279185300538564933e-03,-2.682904376089693343e+00
2.140958280828855198e+00,2.045196364510166401e-03,-1.675898084568669288e+00
3.355034685052245447e+00,2.439286879242517046e-03,-2.862577014476877402e+00
8.092631963180613397e+00,2.796744554852612086e-03,-2.821783348172264283e-01
4.732339203418330698e+00,3.511416377641039810e-03,-1.227784949265218195e-01
1.760981140014583390e+00,2.542322172468584624e-03,-1.902102398541804851e+00
3.566118473669203759e+00,2.833429842120318946e-03,1.990514259308081790e+00
1.489701291044039255e+00,3.384837432215101732e-03,-2.612503727904548878e+00
4.126408385410760715e+00,3.297476920093143742e-03,-2.544612168383822315e+00
3.124876246488513587e+00,2.498738230860656027e-03,7.209479439776012022e-01
2.151481307804321119e+00,2.731532607593070965e-03,-1.969608304169334412e+00
2.980660775843505306e+00,3.012366865169036068e-03,1.966511331267254192e+00
2.940214428730422380e+00,2.660536386233479898e-03,1.695424543244232751e+00
1.901321849881796311e+00,2.378619480857463442e-03,-2.213931875335124033e+00
3.360967827298020350e+00,2.335476470168745041e-03,-2.573017509379587509e+00
3.777175479321800644e+00,2.414040297316588993e-03,1.123637425790284361e+00
6.083684179649438306e+00,2.052399186746474511e-03,1.714198070627544368e+00
3.009748165297866596e+00,2.843431999114715870e-03,2.411039767901274722e+00
3.727542572953016276e+00,2.615970260114632972e-03,1.242401628657685997e+00
3.048244042220907168e+00,2.860879442338966870e-03,1.443866486508303737e+00
2.088436116535685283e+00,2.508052965608511750e-03,1.129899441359904166e+00
1.878409417560204853e+00,2.400817315738320006e-03,-8.131048874764186252e-01
1.432292514482247148e+00,2.170894371198889804e-03,-1.543348515951198374e+00
3.500908981485356897e+00,2.706074598965343622e-03,2.135873956990542055e+00
2.130706359168741848e+00,2.668374263846852619e-03,-1.838621453914747184e+00
2.198311607679097612e+00,1.956870007525778488e-03,2.532903085702975510e+00
4.950106898903587904e+00,2.715278971072005582e-03,-1.341460544087202278e+00
2.648019290275447801e+00,4.182792604101220717e-03,-2.622702353718849633e+00
2.037415537523789233e+00,3.372770806801481287e-03,6.753696828746695857e-01
4.817570920915318133e+00,2.936678327165638622e-03,-9.546197149800517145e-01
1.880902794046110271e+00,2.400236775335224879e-03,2.211510913169431269e+00
4.127175004122085156e+00,3.093420499959440538e-03,-1.420579205540958068e+00
2.441950949110712532e+00,3.121829561175228258e-03,1.510862337813335898e+00
3.779683898507784079e+00,2.887449554104546366e-03,2.677919854015886614e+00
