# freq,amp,phi
4.790414865837305136e+00,2.326993355222501877e-03,1.238544927494356962e+00
7.836164280554539729e+00,2.068772493165484117e-03,-3.053131108418220219e+00
4.920224444708872547e+00,2.439611091048125586e-03,-2.347992542987598519e+00
7.205965956990718624e+00,2.591655549575131931e-03,-4.696120644772960873e-01
4.811771605683052400e+00,3.111848369503332837e-03,-3.065612011260475889e+00
7.419157419871064363e+00,3.540840835185880050e-03,-2.389755782050704269e-01
5.859119567588765953e+00,4.012063129309448306e-03,1.432047828501565867e-01
5.820830044877384424e+00,3.084264630003737736e-03,7.640767872152545159e-01
9.505736972088007164e+00,2.979415226607293708e-03,-2.510844559666919551e+00
5.179061266242852568e+00,3.253321865626382196e-03,-2.004261260604424777e+00
6.418986870955864177e+00,4.412415794770902129e-03,7.117804104380582864e-01
5.659199199464497454e+00,3.072359248146104560e-03,9.939227107216046520e-01
6.185002642338151446e+00,2.527518009896792019e-03,-2.978856720246386924e+00
6.141214758983161381e+00,2.321208503535861396e-03,2.536356165308060184e-01
5.924408194074706202e+00,3.246563121866143965e-03,1.790593031309655636e+00
6.754983210549486472e+00,2.740043112499682479e-03,-2.707419033575392930e+00
6.436126077367042342e+00,3.441714979959398582e-03,-5.455509773475690771e-01
4.932800732701027258e+00,2.815587415852945433e-03,-1.090061820258554803e+00
5.953796406195523083e+00,1.937376382168907833e-03,2.599137779297046258e+00
6.416834392705375478e+00,3.144317695727096365e-03,-1.974161786556188902e+00
5.435884164351655556e+00,2.612570293756619113e-03,-1.141275183332772780e+00
6.550899431059031386e+00,2.162311082135391464e-03,2.503502167452271721e+00
5.281171047179783251e+00,2.034036136331407452e-03,-1.064036659183417388e+00
5.552106818415047940e+00,2.345058803499658426e-03,1.969617781050914118e-01
5.725059462168752944e+00,1.718533540292448321e-03,-2.934025508083009104e+00
5.192812980516919197e+00,3.288936535925531500e-03,3.046731862390574364e+00
6.214850508663037232e+00,2.563606591366654822e-03,2.041700380512635249e+00
6.282024395333312583e+00,2.774474841650196016e-03,8.444660413033719948e-01
6.437262855539890971e+00,3.106140449721414912e-03,-2.759856014377145783e+00
