# freq,amp,phi
6.844297250800502219e+00,3.669514759368728077e-03,-1.446184523744455941e+00
6.085107402147443167e+00,5.596316863658285998e-03,1.439213267775383720e+00
8.768672709964587142e+00,3.762567672227832508e-03,1.908380964039432470e+00
8.689524119144614644e+00,4.553868360003335281e-03,4.768714282142059169e-01
8.518422289160509919e+00,2.520062415889525505e-03,-2.950709075041751728e+00
5.296120579103410719e+00,4.206472797810797623e-03,-2.380986712615841494e+00
1.095607001628287414e+01,4.571488149730476569e-03,1.203133499390373728e+00
4.970438279049398389e+00,2.275484212946909598e-03,-2.527257249263008987e+00
5.534826799322729585e+00,4.097442865784870630e-03,-6.415512392523772256e-01
1.155650221904587127e+01,3.291954515094800728e-03,1.266378746281127121e+00
5.718421164617457642e+00,3.615130905121295441e-03,1.216137908097756792e+00
8.995939814174185756e+00,3.859333169388538733e-03,5.827552535990210281e-01
5.808888231219001774e+00,2.103883718856342042e-03,2.958031332130234503e+00
7.251715798649629008e+00,2.211396614921570282e-03,-2.908524985086065939e+00
6.066115061237457695e+00,1.301174303505138116e-03,8.459903142790623498e-01
5.293377468538928987e+00,2.047529676294475472e-03,-6.941347309138472532e-01
5.051335855700075150e+00,2.941188731229248121e-03,-1.494258255104973898e+00
6.454030592701888835e+00,2.294573285876665494e-03,-1.193243952927274254e+00
5.435695554348330738e+00,2.346955100669738566e-03,-1.544500595877762228e+00
6.854497066875762989e+00,3.228059160663229385e-03,2.581890728061265960e+00
7.590682288704180714e+00,3.519692012994726001e-03,-1.057923542202099831e+00
5.580083724119010213e+00,3.758013574863664202e-03,6.937358100512565073e-01
5.748969699352864282e+00,3.078304160623750868e-03,-1.007935173002890927e+00
8.042404669011032681e+00,2.452582736398049770e-03,-2.214250481539030702e-01
7.164355479696988382e+00,3.234703406564771230e-03,-2.888809203370513945e+00
7.023532723555433677e+00,3.291351148891638254e-03,2.230861969157962754e+00
5.347416648844042442e+00,3.841035231418033196e-03,1.592349939722481622e+00
4.880772580425588814e+00,2.376414036947283211e-03,1.859780944851600282e+00
6.058806474311024814e+00,3.295261870246616372e-03,2.074776147056972775e+00
7.434522168163825384e+00,1.813251674858509452e-03,3.277054684640163806e-01
8.364995810544227695e+00,4.404953893632147094e-03,-8.391959025241013670e-01
1.055888575748916480e+01,2.483167514856059795e-03,2.033505466866214029e+00
4.880698520070851032e+00,2.508127221370548381e-03,2.409302824442722368e+00
1.020708071837490039e+01,4.135439406816432406e-03,-5.771279271631208907e-01
8.276455901094694312e+00,5.074822537366146906e-03,2.196252790876432215e+00
6.146919141662238850e+00,1.839443997439121382e-03,-2.541186244218013979e+00
5.469768837418676810e+00,4.142456972110348905e-03,1.743308548209522968e+00
5.351677819492401511e+00,4.040369427202832389e-03,-7.884451161198064995e-01
9.572542724668553049e+00,2.602865332240151403e-03,3.046472770295305388e+00
9.447739838895230946e+00,5.285693321402255666e-03,2.147168690689159831e+00
9.984370010817876562e+00,4.322862740552683644e-03,1.100705367426495052e+00
4.817684437375855389e+00,4.352683850290037584e-03,1.875411113821638054e+00
6.746776766698239669e+00,4.190217950376951168e-03,2.621172323767884116e-01
5.486288851251371668e+00,3.459326365683236711e-03,3.219085267399446337e-01
6.607942727144812345e+00,4.320159222963786821e-03,-1.821997049573831351e+00
7.240012166198017241e+00,2.733889451381010458e-03,-2.825529432574781286e+00
5.535390633320417031e+00,3.207252389565762741e-03,2.295798128056169674e+00
9.295848819875509150e+00,3.611364184720977383e-03,-2.623719276571669923e+00
4.796849779050873508e+00,3.902304535734644250e-03,-7.413862535470250315e-01
6.088255888996707554e+00,2.599915067853523533e-03,-7.767437831611285759e-01
7.768864657959260178e+00,4.851969457410180292e-03,1.269902182196550378e+00
6.252028001831285486e+00,3.031025880447520138e-03,5.596862850618102847e-01
7.778261113982377850e+00,2.375973725315036304e-03,2.084173895595450077e+00
6.810815904363892059e+00,3.239741093107314368e-03,-1.996899175877469679e+00
5.686411981738753063e+00,4.033248312007859347e-03,2.885842356908573159e+00
6.942621672535906896e+00,2.510308973437631441e-03,1.856323132364548378e+00
6.212149451780562437e+00,2.739358302625633651e-03,1.558038302172080058e+00
6.088283993969425545e+00,4.225459038116644375e-03,1.818947514757158324e+00
7.197015041391078505e+00,2.836532734900640458e-03,2.739057362260219008e+00
7.741818304371468784e+00,2.459989693743003681e-03,2.599193279621445640e+00
7.024386236825044705e+00,3.507711425583575921e-03,-6.996644291205038613e-01
7.787524815096568354e+00,3.621608374968751046e-03,2.638579308657232225e+00
5.570075390541584959e+00,3.514029721552816305e-03,-6.781348003047611428e-01
7.385811350833712652e+00,3.022654662352956823e-03,-1.665959171259348004e+00
8.883663198045653075e+00,2.261035315934013107e-03,9.892775430853841812e-01
5.831360876306833418e+00,4.805993311336314092e-03,-2.278766559380672518e+00
6.422221590447009021e+00,3.022801622114555491e-03,1.247172534592777104e+00
6.177117776525967052e+00,5.033302659334283266e-03,2.645749011686808316e+00
1.026943977372711814e+01,3.290703097884102590e-03,-1.142828852799605777e+00
