# freq,amp,phi
5.568868482725810587e+00,2.003647294754660677e-03,-7.325725824508446671e-01
5.368090536883842745e+00,2.393545548412498100e-03,-5.729792932396367000e-01
5.880718728104566750e+00,2.765226997987476482e-03,1.099879608463595559e+00
5.806343829907625320e+00,1.888768304920038308e-03,-7.181265195629920051e-01
4.585285406171079714e+00,3.746178287391604186e-03,-8.781299813287839484e-01
4.806708318524917090e+00,3.074911740431054627e-03,-2.395052471856945697e+00
3.966413599470973939e+00,2.757868915119618229e-03,1.282157023082724834e+00
6.646525697134553212e+00,1.657562774271894007e-03,7.399991364039681940e-03
4.971522689569914277e+00,2.767229419258694992e-03,-5.860294926934606075e-01
7.623026509681373852e+00,2.113476154740466951e-03,-3.064081293643900583e+00
5.129908824499463726e+00,2.011684760492226613e-03,2.055862523198041636e+00
5.635582220072926418e+00,1.218899321565952969e-03,1.128482279474529726e+00
5.110219419106925898e+00,4.078120376749568357e-03,3.083858348025436236e+00
4.280662917523503808e+00,1.421694210699272739e-03,3.047655284360319961e-01
4.901250520185246096e+00,2.522994568711176867e-03,-8.990711055225504289e-01
5.337695871281495030e+00,2.337690932041359797e-03,-1.708807465165262274e+00
5.465595296117632174e+00,1.666198523034187820e-03,2.451038918466278638e+00
4.680439706984419246e+00,5.555036963530895003e-03,1.596351361031357108e+00
4.035432069098563446e+00,2.171063031374843681e-03,2.524358745205295129e+00
5.144793482806362839e+00,2.026514910213415149e-03,1.972593372180099891e+00
4.323849882735171235e+00,1.988927021242152711e-03,6.829755835936528463e-01
6.326752437732791279e+00,2.965805573790579464e-03,1.339926711344817889e+00
5.359603983449748199e+00,1.404137554831211753e-03,2.836543278982468941e+00
7.048044024843725275e+00,2.774544356181342115e-03,1.458376701804193765e+00
6.257999058517042634e+00,1.501224019431780842e-03,1.782025866059468555e+00
5.066657455338890337e+00,2.108949037324206379e-03,-1.535176757258883029e+00
5.228716817077752488e+00,2.230231314761863329e-03,2.700060209418007950e+00
3.963937869295388605e+00,2.176050666584982210e-03,7.230765267798582308e-01
6.961887725118110382e+00,2.229397723803779215e-03,2.133356497774248517e+00
9.361490713379591710e+00,3.642361388608194878e-03,-1.147797140659464921e+00
7.200320962196463448e+00,3.248244942529095094e-03,-2.499768093210498865e+00
5.412598554428805997e+00,3.283443763411770903e-03,-2.988361427712397322e+00
4.720417687011705610e+00,2.251143880923956765e-03,2.473310625399467888e+00
5.579215702174264102e+00,2.426007078126206883e-03,-2.297335202114805242e+00
4.347583419817124373e+00,3.376961004862263308e-03,-8.358551936910396662e-01
4.421054938543116819e+00,2.126316563645245551e-03,-1.164266568392210877e+00
5.115166045494362379e+00,1.926633346806125562e-03,-2.146002879652105566e+00
5.855920546799062265e+00,1.743139518171455500e-03,1.098627488385727879e+00
4.859695308651335921e+00,1.569737865484839047e-03,7.569524996610197398e-01
6.382983611246443090e+00,4.008220483307844972e-03,-3.092056635167419021e+00
4.165331240617940800e+00,2.410386768135728240e-03,2.288751600452218149e+00
4.965076906521955991e+00,2.263217473164242689e-03,2.295304798863939233e+00
7.721955203297904191e+00,1.143154753667948321e-03,2.320943735501173499e+00
6.029317451114145854e+00,3.079128311468517631e-03,7.621999844646598632e-01
5.901578919381103461e+00,2.821507728142568817e-03,1.518286967702469070e+00
4.203897979224692882e+00,2.389430025494761797e-03,9.844709450897815017e-02
6.881331703646325515e+00,2.160740865989284592e-03,2.418650197728182683e+00
6.335363558740210621e+00,1.306023668460768198e-03,2.653812532289200554e+00
7.178699613231827925e+00,2.153721049122880610e-03,2.489108337215119704e+00
4.855125210185720519e+00,3.167172290189676758e-03,1.316254848867502325e+00
5.109421618357133710e+00,1.838417286804254350e-03,1.462592472601282445e+00
7.130918476214500146e+00,3.326521546556739355e-03,-2.455993226206480085e+00
7.090599512184299513e+00,3.149447568744461780e-03,-2.166073206684494767e+00
5.836425014586203552e+00,2.724299636378754719e-03,-1.684748846061730365e+00
3.991214762920415993e+00,2.147760654472474773e-03,2.308918309907319610e-01
5.410313620117715772e+00,2.432925271181658571e-03,-1.503560296748668534e+00
4.921460421932028595e+00,1.667858390173132879e-03,1.963697147532604603e+00
5.459631948380809341e+00,2.018475216511823270e-03,-1.418745677389097182e+00
8.104717301420489406e+00,1.759707907110774844e-03,1.902404812073251072e+00
4.014210302770973904e+00,2.689512649751888383e-03,1.947029350256348046e+00
5.146902680813587594e+00,1.735982202052158922e-03,8.732492502113453625e-01
4.071198074772514275e+00,2.200912739425099022e-03,1.799033520511034823e+00
5.603692834706919257e+00,2.691266827768504233e-03,1.848201423545925870e+00
4.098265786528504151e+00,2.419899629730382518e-03,-1.338999039024241888e+00
8.207278740163115316e+00,1.414975019411996706e-03,-1.727029373542853463e+00
5.248756167646261517e+00,2.789435588550490293e-03,1.387922853196918993e+00
5.534642412707955650e+00,2.801472620844955470e-03,-5.423519490828012657e-01
4.432422388784837963e+00,2.087281335729549488e-03,1.055597451298028844e+00
4.802291365426163416e+00,1.925905687378276152e-03,-1.277066030928176499e+00
4.199014868546030677e+00,2.490622115645374415e-03,-1.633482240762324400e+00
4.398872884178832265e+00,2.934395542443497470e-03,-1.686470377738508164e+00
6.384373784109343752e+00,2.850976622165958801e-03,1.034606708341280878e+00
4.131507990785368456e+00,1.441682902585950327e-03,-2.436610951947719705e+00
4.891691701269078152e+00,2.783526395311808170e-03,1.458055542778717850e+00
4.968810092341199081e+00,2.838632850726835119e-03,2.572411479136043511e+00
