0.000000000000000000e+00 1.013822967202563596e+00 -1.744351584920217618e-03
2.083333333333333218e-02 1.015032438450684360e+00 -2.341996892363855387e-03
4.166666666666666435e-02 1.017013549342572043e+00 -6.179950455977705490e-04
6.250000000000000000e-02 1.014005696916913779e+00 3.375804134885611974e-05
8.333333333333332871e-02 1.005578320973125273e+00 -7.478632012497822253e-04
1.041666666666666574e-01 1.004396057625732031e+00 1.421380863081792532e-03
1.250000000000000000e-01 1.002996833350268124e+00 2.854811268614342533e-04
1.458333333333333148e-01 1.004624595609237003e+00 -3.140196837497070980e-04
1.666666666666666574e-01 9.966934922241095229e-01 1.998569456046980514e-03
1.875000000000000000e-01 9.940486449033719696e-01 -1.117902077044748230e-03
2.083333333333333148e-01 9.922279560883154881e-01 -8.453757186691226826e-04
2.291666666666666574e-01 1.003729290383790884e+00 3.660202319315920914e-04
2.500000000000000000e-01 1.012909318257228186e+00 2.058024501184263239e-03
2.708333333333333148e-01 1.020929125026581508e+00 -9.770225902927134973e-04
2.916666666666666297e-01 1.021203060416880692e+00 1.446433838721684179e-04
3.125000000000000000e-01 1.016684927931496008e+00 -2.796498929681043863e-04
3.333333333333333148e-01 9.989188339243806336e-01 6.068368399764301289e-04
3.541666666666666297e-01 9.870511941553380408e-01 -7.028296959077654166e-04
3.750000000000000000e-01 9.840332895044784367e-01 -1.160631507386835964e-03
3.958333333333333148e-01 9.930235227537440590e-01 -1.865072346289229884e-03
4.166666666666666297e-01 9.895019412859714647e-01 -1.228502225834885971e-03
4.375000000000000000e-01 9.978609154238838874e-01 1.241258168637727772e-03
4.583333333333333148e-01 1.010491449149801824e+00 5.389972715169217827e-05
4.791666666666666297e-01 1.024226638438257897e+00 3.840729051345885417e-04
5.000000000000000000e-01 1.024678614690501588e+00 8.392961456312280060e-04
5.208333333333332593e-01 1.015722680130363154e+00 3.440185790040987610e-03
5.416666666666666297e-01 9.962035723219717642e-01 9.984930198416450738e-04
5.625000000000000000e-01 9.740598179838146908e-01 9.349873047479479306e-05
5.833333333333332593e-01 9.585799526698661754e-01 1.042680025865252037e-03
6.041666666666666297e-01 9.432734599250064411e-01 4.535559310461134328e-04
6.250000000000000000e-01 9.283855646679175511e-01 -8.150376854407737027e-04
6.458333333333332593e-01 9.158991603572873563e-01 -1.470611722947723961e-04
6.666666666666666297e-01 9.190413480243621036e-01 1.156599042481558761e-03
6.875000000000000000e-01 9.134582190043479821e-01 -9.682102472807644971e-04
7.083333333333332593e-01 9.019868852190693342e-01 -8.763817146075858575e-05
7.291666666666666297e-01 8.808368141857773059e-01 3.164931348502726096e-06
7.500000000000000000e-01 8.510009918015348784e-01 3.157670741933813006e-03
7.708333333333332593e-01 8.204766016873380474e-01 -1.578405692978694132e-03
7.916666666666666297e-01 8.048812888408503063e-01 -6.254657122882081952e-04
8.125000000000000000e-01 8.047449606974231839e-01 -1.600812342431562557e-03
8.333333333333332593e-01 8.109679377770716568e-01 8.582491964750066761e-04
8.541666666666666297e-01 8.158886746142260948e-01 3.817742157602810413e-04
8.750000000000000000e-01 8.171418789489237611e-01 -1.235124252678443044e-03
8.958333333333332593e-01 8.252704890018058848e-01 -1.829549797576873228e-03
9.166666666666666297e-01 8.337226079259169031e-01 -1.747680092594244925e-03
9.375000000000000000e-01 8.502840455257011376e-01 -1.715015888651070337e-03
9.583333333333332593e-01 8.673343022593593687e-01 -4.216861580393775925e-04
9.791666666666666297e-01 8.791610043134470143e-01 2.335345995505382077e-04
1.000000000000000000e+00 9.007317403485891605e-01 -2.064298578723790679e-03
1.020833333333333259e+00 9.181869035114975652e-01 6.755219992058040341e-04
1.041666666666666519e+00 9.352859017385608542e-01 2.887704218472985631e-04
1.062500000000000000e+00 9.492671490498609810e-01 1.052846966816512627e-05
1.083333333333333259e+00 9.531854068973715233e-01 1.412425757358578551e-03
1.104166666666666519e+00 9.571272423879431113e-01 9.799494941701912369e-04
1.125000000000000000e+00 9.740468170238912871e-01 -6.228625318289086714e-04
1.145833333333333259e+00 9.960807469605523767e-01 2.006935475472280527e-03
1.166666666666666519e+00 1.014504360639811864e+00 -1.344851957744836119e-03
1.187500000000000000e+00 1.021250405937661920e+00 -2.377880404938223328e-04
1.208333333333333259e+00 1.013113798715499003e+00 1.371867589521394946e-04
1.229166666666666519e+00 1.007195972162862274e+00 -7.715540356985707603e-04
1.250000000000000000e+00 9.938953163217281173e-01 -1.510545417269365835e-03
1.270833333333333259e+00 9.952244284269455843e-01 8.676242760942266905e-04
1.291666666666666519e+00 9.987789330438540114e-01 1.129285155291318270e-03
1.312500000000000000e+00 9.977927691601443660e-01 1.260232769560584113e-03
1.333333333333333259e+00 1.002144841622347293e+00 7.837414348658684835e-04
1.354166666666666519e+00 9.999644461368174531e-01 -1.296661906638632393e-03
1.375000000000000000e+00 9.986742420784048280e-01 -2.614594803535273183e-04
1.395833333333333259e+00 1.010565419193325098e+00 -1.317703205621311954e-04
1.416666666666666519e+00 1.020983884838684741e+00 8.756032192957704250e-04
1.437500000000000000e+00 1.015532991980283350e+00 -2.957322045240892271e-03
1.458333333333333259e+00 1.008468742843060539e+00 2.112040030371780102e-03
1.479166666666666519e+00 9.984918386303266447e-01 4.961059362560070159e-04
1.500000000000000000e+00 9.930298540850551747e-01 -4.530736483946553672e-04
1.520833333333333259e+00 9.941617885071279970e-01 1.119686764117372403e-03
1.541666666666666519e+00 1.006183512098044019e+00 -6.344301755683740842e-05
1.562500000000000000e+00 1.018563061416332793e+00 -1.519689052985386327e-03
1.583333333333333259e+00 1.022339496381385882e+00 -1.564568146437472730e-03
